Total Value,Parcel ID,Map Number,Property   Location ,Township ,Land Use,Property Class,Land Area (acreage),Neighborhood Code,Zoning,Legal Desc,Utilities1,Utilities2,Utilities3
$800,09.14D.8-12.18,09732503347328,BROWNELL RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.10,09R14,R2,LOT 18 BLOCK 12 UNIT 8,9-None,-,-
$800,09.14D.8-12.19,09732503347350,BEANPOLE RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.10,09R14,R2,LOT 19 BLOCK 12 UNIT 8,9-None,-,-
$920,09.14D.8-13.4,09732503237956,END RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.15,09R14,R2,LOT 4 BLOCK 13 UNIT 8,9-None,-,-
"$7,800",09.14D.8-2.16,09732503320966,GRANITE RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.20,09R14,R2,"LOTS 16,18 BLOCK 2 UNIT 8",9-None,-,-
$800,09.14D.8-2.17,09732503330003,FARATOL RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.10,09R14,R2,LOT 17 BLOCK 2 UNIT 8,9-None,-,-
"$7,800",09.14D.8-2.19,09732503330086,FARATOL RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.20,09R14,R2,"LOTS 19,21 BLOCK 2 UNIT 8",9-None,-,-
$800,09.14D.8-2.39,09732503335240,FARATOL RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.10,09R14,R2,LOT 39 BLOCK 2 UNIT 8,9-None,-,-
$800,09.14D.8-3.1,09732503235151,ELMHURST RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.10,09R14,R2,LOT 1 BLOCK 3 UNIT 8,9-None,-,-
$800,09.14D.8-3.11,09732503237199,ELMHURST RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.10,09R14,R2,LOT 11 BLOCK 3 UNIT 8,9-None,-,-
"$9,600",09.14D.8-3.21,09732503330227,ELMHURST RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.30,09R14,R2,"LOTS 19,21,& 23BLK3 U 8",9-None,-,-
$800,09.14D.8-3.3,09732503236103,ELMHURST RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.10,09R14,R2,LOT 3 BLOCK 3 UNIT 8,9-None,-,-
"$7,800",09.14D.8-3.31,09732503333305,ELMHURST RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.20,09R14,R2,LOTS 31 33 BLOCK 3 UNIT 8,9-None,-,-
$800,09.14D.8-3.34,09732503333257,FARATOL RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.10,09R14,R2,LOT 34 BLOCK 3 UNIT 8,9-None,-,-
"$8,000",09.14D.8-3.7,09732503236196,ELMHURST RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.10,09R14,R2,LOT 7 BLOCK 3 UNIT 8,9-None,-,-
$800,09.14D.8-3.9,09732503237147,ELMHURST RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.10,09R14,R2,LOT 9 BLOCK 3 UNIT 8,9-None,-,-
"$6,000",09.14D.8-4.18,09732503339477,FARATOL RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.10,09R14,R2,LOT 18 BLOCK 4 UNIT 8,9-None,-,-
"$7,800",09.14D.8-4.5,09732503336498,ELMHURST RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.20,09R14,R2,"LOTS 5,7 BLOCK 4 UNIT 8",9-None,-,-
$800,09.14D.8-5.18,09732503330308,ELMHURST RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.10,09R14,R2,LOT 18 BLOCK 5 UNIT 8,9-None,-,-
$800,09.14D.8-5.19,09732503330428,DORNICK RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.10,09R14,R2,LOT 19 BLOCK 5 UNIT 8,9-None,-,-
"$6,000",09.14D.8-5.20,09732503330471,ELMHURST RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.10,09R14,R2,LOT 22 BLOCK 5 UNIT 8,3-Public Sewer,-,-
$800,09.14D.8-5.21,09732503330560,DORNICK RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.10,09R14,R2,LOT 21 BLOCK 5 UNIT 8,9-None,-,-
"$9,600",09.14D.8-5.7,09732503237470,DORNICK RD RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.30,09R14,R2,"LOTS 7,9,11 BLOCK 5 UNIT 8",3-Public Sewer,-,-
$820,09.14D.8-5.8,09732503237351,ELMHURST RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.11,09R14,R2,LOT 8 BLOCK 5 UNIT 8,9-None,-,-
"$7,080",09.14D.8-6.1,09732503335616,CROSS RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.16,09R14,R2,LOT 1 BLK 6 UNIT 8,9-None,-,-
$800,09.14D.8-6.11,09732503337663,ELMHURST RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.10,09R14,R2,LOT 11 BLOCK 6 UNIT 8,9-None,-,-
$800,09.14D.8-6.13,09732503338614,ELMHURST RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.10,09R14,R2,LOT 13 BLOCK 6 UNIT 8,9-None,-,-
$800,09.14D.8-6.16,09732503338785,DORNICK RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.10,09R14,R2,L 16 BLK 6 UNIT 8,9-None,-,-
$800,09.14D.8-6.17,09732503339608,ELMHURST RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.10,09R14,R2,L 17 BLK 6 UNIT 8,9-None,-,-
"$7,800",09.14D.8-6.4,09732503336612,DORNICK RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.20,09R14,R2,"LOT 4,5 BLK 6 UNIT 8",9-None,-,-
$800,09.14D.8-7.11,09732503239617,CASTOR RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.10,09R14,R2,LOT 11 BLOCK 7 UNIT 8,9-None,-,-
$800,09.14D.8-7.12,09732503239539,DORNICK RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.10,09R14,R2,LOT 12 BLOCK 7 UNIT 8,9-None,-,-
$800,09.14D.8-7.13,09732503239659,CASTOR RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.10,09R14,R2,LOT 13 BLOCK 7 UNIT 8,9-None,-,-
$800,09.14D.8-7.14,09732503239680,DORNICK RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.10,09R14,R2,LOT 14 BLOCK 7 UNIT 8,9-None,-,-
"$7,440",09.14D.8-7.15,09732503330616,CASTOR RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.18,09R14,R2,"LOTS 15,16 BLK 7 UNIT 8",9-None,-,-
$800,09.14D.8-7.21,09732503331755,CASTOR RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.10,09R14,R2,LOT 21 BLOCK 7 UNIT 8,9-None,-,-
"$10,400",09.14D.8-7.22,09732503332607,DORNICK RD,Middle Smithfield,915-Amenties,6-Amenity,.20,09R14,R2,"LOTS 22,24 BLOCK 7 UNIT 8",9-None,-,-
$800,09.14D.8-7.4,09732503237533,DORNICK RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.10,09R14,R2,LOT 4 UNIT 8 BLOCK 7,9-None,-,-
"$7,080",09.14D.8-8.1,09732503334846,CROSS RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.16,09R14,R2,LOT 1 BLK 8 UNIT 8,9-None,-,-
"$7,800",09.14D.8-9.22,09732503332982,CASTOR RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.20,09R14,R2,"LOTS 22,24 BLOCK 9 UNIT 8",9-None,-,-
"$20,920",09.14E.1.135,09731504637728,PARLIAMENT DR,Middle Smithfield,911-Undevelped Land,9-Taxable,1.23,09R15,R3,LOT 132,8-Electric,-,-
"$18,600",09.14E.1.241,09731503416437,CHURCHILL DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.86,09R15,R3,LOT 295,8-Electric,-,-
"$20,120",09.14E.1.266,09731503425490,TALLYRAND DR,Middle Smithfield,911-Undevelped Land,9-Taxable,1.03,09R15,R3,LOT 198,9-None,-,-
"$14,100",09.17A.1.18,09730404746828,T 508,Middle Smithfield,911-Undevelped Land,9-Taxable,.41,09R12,R2,LOT 2 BLK 1 SEC C,8-Electric,-,-
"$13,200",09.17A.1.25,09730402766541,LAKE DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.32,09R12,R2,LOT 34 SEC B BLK 1,1-All Public,-,-
"$14,200",09.17A.1.28,09730402778428,LAKE DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.42,09R12,R2,LOT 22 SEC A BLK 1,1-All Public,-,-
"$16,500",09.17A.1.42,09730402778114,34 LAKE DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.65,09R12,R2,"LOTS 18,19 SEC A BLK 1",1-All Public,-,-
"$13,500",09.17A.1.49,09730402776429,LAKE DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.35,09R12,R2,LOT 24 SEC B BLK 1,1-All Public,-,-
"$13,200",09.17A.1.78,09730402778310,LAKE DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.32,09R12,R2,LOT 20 SEC A BLK 1,1-All Public,-,-
"$2,020",09.17B.1.114,09731401151306,MELVIN LN,Middle Smithfield,912-Non-Perk,9-Taxable,1.04,09R12,R2,LOT 611 PLOT II,8-Electric,-,-
"$2,120",09.17B.1.85,09731401067446,DAWN AVE,Middle Smithfield,912-Non-Perk,9-Taxable,1.03,09R12,R2,LOT 516 PLOT II,8-Electric,-,-
"$14,100",09.18.2.18,09730504705050,PINE TREE DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.41,09R12,R2,LOT 24 SEC B,8-Electric,5-WELL,6-SEPTIC
"$16,800",09.3F.1.100,09734404903320,KINGBIRD TR,Middle Smithfield,911-Undevelped Land,9-Taxable,.49,09R13,R3,LOT 146,1-All Public,-,-
"$1,460",09.3F.1.106,09734302986839,DOGWOOD LN,Middle Smithfield,912-Non-Perk,9-Taxable,.38,09R13,R3,LOT 97 SEC 1,8-Electric,-,-
"$1,440",09.3F.1.107,09734302986979,DOGWOOD LN,Middle Smithfield,912-Non-Perk,9-Taxable,.37,09R13,R3,LOT 98 SEC 1,8-Electric,-,-
"$16,400",09.3F.1.116,09735301092872,KINGBIRD TR,Middle Smithfield,911-Undevelped Land,9-Taxable,.47,09R13,R3,LOT 71 SEC 1,8-Electric,-,-
"$14,000",09.3F.1.125,09734404901665,LAKE RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.35,09R13,R3,LOT 18 SEC 1,-,-,-
"$14,000",09.3F.1.132,09734404919430,LAKE RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.35,09R13,R3,LOT 27,1-All Public,-,-
"$13,760",09.3F.1.148,09734302997789,LAKE RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.34,09R13,R3,LOT 48 SEC 1,8-Electric,-,-
"$13,760",09.3F.1.149,09734302997702,LAKE RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.34,09R13,R3,LOT 49,8-Electric,-,-
"$13,760",09.3F.1.150,09734302995559,LAKE RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.34,09R13,R3,LOT 51 SEC 1,8-Electric,-,-
"$13,040",09.3F.1.152,09734302994375,KINGBIRD TRAIL,Middle Smithfield,911-Undevelped Land,9-Taxable,.31,09R13,R3,LOT 54 SEC 1,8-Electric,-,-
"$13,760",09.3F.1.153,09734302997578,KINGBIRD TRAIL,Middle Smithfield,911-Undevelped Land,9-Taxable,.34,09R13,R3,LOT 58 SEC 1,8-Electric,-,-
"$14,200",09.3F.1.154,09734302998666,KINGBIRD TRAIL,Middle Smithfield,911-Undevelped Land,9-Taxable,.36,09R13,R3,LOT 59 SEC 1,8-Electric,-,-
"$13,760",09.3F.1.161,09734404909852,LAKE RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.34,09R13,R3,LOT 156,1-All Public,-,-
"$13,760",09.3F.1.162,09734404908795,LAKE RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.34,09R13,R3,LOT 155,1-All Public,-,-
"$15,600",09.3F.1.165,09734404901165,KINGBIRD TRAIL,Middle Smithfield,911-Undevelped Land,9-Taxable,.43,09R13,R3,LOT 148,8-Electric,-,-
"$14,600",09.3F.1.17,09734404906495,CEDAR LN,Middle Smithfield,911-Undevelped Land,9-Taxable,.38,09R13,R3,LOT 143,1-All Public,-,-
"$16,400",09.3F.1.19,09735301094437,DOGWOOD LN,Middle Smithfield,911-Undevelped Land,9-Taxable,.47,09R13,R3,LOT 73 SEC 1,8-Electric,-,-
"$13,760",09.3F.1.23,09735301091160,HOLLOW RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.34,09R13,R3,LOT 117 SEC 1,8-Electric,-,-
"$13,760",09.3F.1.26,09734302995811,LAKE RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.34,09R13,R3,LOT 123,8-Electric,2-PUBLIC WATER,-
"$15,400",09.3F.1.28,09734404906304,CEDAR LN,Middle Smithfield,911-Undevelped Land,9-Taxable,.42,09R13,R3,LOT 144,1-All Public,-,-
"$15,200",09.3F.1.38,09734404919255,LAKE RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.41,09R13,R3,LOT 166,1-All Public,-,-
"$13,760",09.3F.1.43,09734302993845,MAPLE LN,Middle Smithfield,911-Undevelped Land,9-Taxable,.34,09R13,R3,LOT 133,8-Electric,-,-
"$20,200",09.3F.1.45,09734404906810,2217 LAKE RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.66,09R13,R3,"LOTS 159,160",1-All Public,-,-
"$13,520",09.3F.1.46,09734404905701,LAKE RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.33,09R13,R3,LOT 161,1-All Public,-,-
"$18,400",09.3F.1.48,09734404906172,MAPLE LN,Middle Smithfield,911-Undevelped Land,9-Taxable,.57,09R13,R3,LOT 129,1-All Public,-,-
"$13,760",09.3F.1.65,09734404906509,CEDAR LN,Middle Smithfield,911-Undevelped Land,9-Taxable,.34,09R13,R3,LOT 151,1-All Public,-,-
"$13,760",09.3F.1.67,09734302998097,WILLOW RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.34,09R13,R3,LOT 106 SEC 1,8-Electric,-,-
"$1,480",09.3F.1.69,09734302992788,MAPLE LN,Middle Smithfield,912-Non-Perk,9-Taxable,.39,09R13,R3,LOT 134,8-Electric,-,-
"$1,480",09.3F.1.80,09734404908837,BIRCH LN,Middle Smithfield,912-Non-Perk,9-Taxable,.39,09R13,R3,LOT 157 SEC 1,1-All Public,-,-
"$21,200",09.3F.1.81,09734302992367,KINGBIRD TRAIL,Middle Smithfield,911-Undevelped Land,9-Taxable,.71,09R13,R3,"LOTS 3,4",8-Electric,-,-
"$13,760",09.3F.1.82,09734302990949,KINGBIRD LN,Middle Smithfield,911-Undevelped Land,9-Taxable,.34,09R13,R3,LOT 10,8-Electric,-,-
"$13,760",09.3F.1.86,09734302994584,LAKE RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.34,09R13,R3,LOT 52,8-Electric,-,-
"$13,760",09.3F.1.87,09734302995450,KINGBIRD TRAIL,Middle Smithfield,911-Undevelped Land,9-Taxable,.34,09R13,R3,LOT 55,8-Electric,-,-
"$13,760",09.3F.1.88,09734302996416,KINGBIRD TRAIL,Middle Smithfield,911-Undevelped Land,9-Taxable,.34,09R13,R3,LOT 56,8-Electric,-,-
"$13,760",09.3F.1.89,09734302997502,KINGBIRD TRAIL,Middle Smithfield,911-Undevelped Land,9-Taxable,.34,09R13,R3,LOT 57,8-Electric,-,-
"$7,300",09.3F.1.93,09734302987540,DOGWOOD LN,Middle Smithfield,911-Undevelped Land,9-Taxable,.38,09R13,R3,LOT 93,8-Electric,-,-
"$8,720",09.3F.1.95,09734302988802,WILLOW RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.13,09R13,R3,LOT 101,8-Electric,-,-
"$15,000",09.3F.1.96,09734302989928,WILLOW RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.40,09R13,R3,LOT 105,8-Electric,-,-
"$1,380",09.3F.1.97,09735301092137,HOLLOW RD,Middle Smithfield,912-Non-Perk,9-Taxable,.34,09R13,R3,LOT 116 SEC 1,8-Electric,-,-
"$18,750",09.4.1.65,09734402758801,T 523,Middle Smithfield,911-Undevelped Land,9-Taxable,1.00,09R07,R2, ,8-Electric,-,-
"$2,280",09.4.1.70-2T,09734404745678T2,1ST TR L2,Middle Smithfield,141-Mobile Homes/Parks,9-Taxable, ,09R07,R2, ,5-Well,6-SEPTIC,8-Electric
"$17,600",09.4.1.8-36,09734401459569,W OF PRIVATE RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.30,09R17,R3,LOT 14B,8-Electric,-,-
"$17,360",09.4.1.8-37,09734401459562,W OF PRIVATE RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.28,09R17,R3,LOT 16B,8-Electric,-,-
"$20,000",09.4.2.10,09734401463042,VALLEY VIEW CIR,Middle Smithfield,911-Undevelped Land,9-Taxable,.50,09R17,R3,LOT 9 SEC 2,8-Electric,-,-
"$19,400",09.4.2.12,09734401462272,VALLEY VIEW CIR,Middle Smithfield,911-Undevelped Land,9-Taxable,.45,09R17,R3,LOT 11 SEC 2,8-Electric,-,-
"$19,040",09.4.2.15,09734401462511,VALLEY VIEW CIR,Middle Smithfield,911-Undevelped Land,9-Taxable,.42,09R17,R3,LOT 14 SEC 2,8-Electric,-,-
"$19,280",09.4.2.22,09734401471131,VALLEY VIEW CIR,Middle Smithfield,911-Undevelped Land,9-Taxable,.44,09R17,R3,LOT 21 SEC 2,8-Electric,-,-
"$20,180",09.4.2.24,09734401470393,VALLEY VIEW CIR,Middle Smithfield,911-Undevelped Land,9-Taxable,.53,09R17,R3,LOT 23 SEC 2,8-Electric,-,-
"$19,760",09.4.2.5,09734401464550,VALLEY VIEW CIR,Middle Smithfield,911-Undevelped Land,9-Taxable,.48,09R17,R3,LOT 4 SEC 2,8-Electric,-,-
"$19,880",09.4.2.6,09734401464470,VALLEY VIEW CIR,Middle Smithfield,911-Undevelped Land,9-Taxable,.49,09R17,R3,LOT 5 SEC 2,8-Electric,-,-
"$19,160",09.4.2.7,09734401465310,VALLEY VIEW CIR,Middle Smithfield,911-Undevelped Land,9-Taxable,.43,09R17,R3,LOT 6 SEC 2,8-Electric,-,-
"$15,360",09.4.2.8,09734401465149,VALLEY VIEW CIR,Middle Smithfield,911-Undevelped Land,9-Taxable,.58,09R17,R3,LOT 7 SEC 2,8-Electric,-,-
"$15,360",09.4.2.9,09734401465086,VALLEY VIEW CIR,Middle Smithfield,911-Undevelped Land,9-Taxable,.58,09R17,R3,LOT 8 SEC 2,8-Electric,-,-
"$11,830",09.4A.1.104,09734503017635,CAROL RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.41,09R11,R3,LOT 162,1-All Public,-,-
"$5,390",09.4A.1.106,09734503010568,MOHAWK DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.27,09R11,R3,LOT 266,9-None,-,-
"$12,690",09.4A.1.106-1,09734503010497,MOHAWK DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.55,09R11,R3,LOTS 264 & 265,9-None,-,-
"$7,970",09.4A.1.121,09734503119220,SHAWNEE DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.25,09R11,R3,LOT 218,9-None,-,-
"$13,740",09.4A.1.132,09734503003598,MOHAWK DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.83,09R11,R3,LOTS 251 252 & 253,9-None,-,-
"$7,970",09.4A.1.136,09734503111045,HIAWATHA RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.25,09R11,R3,LOT 409,2-Public Water,8-Electric,-
"$6,850",09.4A.1.148,09734503014567,LAKE DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.82,09R11,R3,LOTS 37 & 38,2-Public Water,8-Electric,-
"$8,870",09.4A.1.15-1,09734503023198,MOUNTAINTOP RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.41,09R11,R3,LOT 30,2-Public Water,8-Electric,-
"$13,650",09.4A.1.155,09734503210421,232 SHAWNEE DR,Middle Smithfield,115-Residential OBYs,9-Taxable,.76,09R11,R3,"LOT 216,214,215",2-Public Water,8-Electric,-
"$8,080",09.4A.1.158,09734503013355,MOHAWK DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.27,09R11,R3,LOT 280,1-All Public,-,-
"$12,760",09.4A.1.167,09734503015360,LAKE DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.57,09R11,R3,LOTS 40 & 41,8-Electric,2-PUBLIC WATER,6-SEPTIC
"$8,080",09.4A.1.179,09734503010709,MOHAWK DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.27,09R11,R3,LOT 269,9-None,-,-
"$7,970",09.4A.1.180,09734503112017,HIAWATHA RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.25,09R11,R3,LOT 410,2-Public Water,8-Electric,-
"$8,140",09.4A.1.183,09734503005748,MOHAWK DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.28,09R11,R3,LOT 288,9-None,-,-
"$8,140",09.4A.1.184,09734503005772,MOHAWK DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.28,09R11,R3,LOT 289,9-None,-,-
"$12,760",09.4A.1.185,09734503006612,MOHAWK DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.57,09R11,R3,LOTS 290 & 291,9-None,-,-
"$5,650",09.4A.1.190,09734503015413,LAKE DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.34,09R11,R3,LOT 39,8-Electric,-,-
"$12,540",09.4A.1.198,09734503111440,SENECA RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.51,09R11,R3,LOTS 186 & 187,8-Electric,2-PUBLIC WATER,-
"$8,870",09.4A.1.35-1,09734503225888,CAROL RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.41,09R11,R3,LOT 153 PLOT 2,8-Electric,2-PUBLIC WATER,-
"$11,120",09.4A.2.20,09734403448171,PINE HILL AVE,Middle Smithfield,911-Undevelped Land,9-Taxable,.23,09R13,R3,LOT 74 SEC 5,8-Electric,-,-
"$15,600",09.4A.2.4,09734403337659,WOODCREST DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.43,09R13,R3,LOT 5 SEC 5,8-Electric,-,-
"$12,320",09.4A.2.48,09734403347022,WOODCREST DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.28,09R13,R3,LOT 58 SEC 5,8-Electric,-,-
"$8,480",09.4B.1.28,09734503324338,TAMAQUA DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.34,09R11,R3,LOT 581 PLOT 2,8-Electric,2-PUBLIC WATER,-
"$7,970",09.4B.1.3,09734503225485,SIOUX DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.25,09R11,R3,LOT 531 PLOT 2,8-Electric,2-PUBLIC WATER,-
"$7,970",09.4B.1.31-1,09734503320196,TAMAQUA DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.25,09R11,R3,LOT 576 PLOT 2,8-Electric,2-PUBLIC WATER,-
"$11,980",09.4B.1.39,09734503224304,SIOUX DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.43,09R11,R3,LOT 533 PLOT 2,8-Electric,2-PUBLIC WATER,-
"$7,970",09.4B.1.62,09734503313561,ARAPAHOE DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.25,09R11,R3,LOT 611 PLOT 2,8-Electric,2-PUBLIC WATER,-
"$7,970",09.4B.1.63,09734503321260,TAMAQUA DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.25,09R11,R3,LOT 577 PLOT 2,8-Electric,2-PUBLIC WATER,-
"$7,970",09.4B.1.63-1,09734503322224,TAMAQUA DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.25,09R11,R3,LOT 578 PLOT 2,8-Electric,2-PUBLIC WATER,-
"$1,330",09.4C.1.23,09734404514207,EDWARD F SMITH BLVD,Middle Smithfield,912-Non-Perk,9-Taxable,.32,09R13,R3,LOT 68 SEC 1,8-Electric,-,-
"$15,200",09.4C.1.79,09734404501829,PINE RIDGE RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.41,09R13,R3,LOT 107 SEC 1,1-All Public,8-Electric,-
"$26,080",09.4C.1.91,09734403415494,PINEWOOD DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.31,09R13,R3,LOT 24 SEC 1,8-Electric,-,-
"$12,800",09.4C.1.96,09734403412210,PINEWOOD DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.30,09R13,R3,LOT 19 SEC 1,8-Electric,-,-
"$14,000",09.4C.2.14,09734404618796,PINE RIDGE RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.35,09R13,R3,LOT 78 SEC 2,8-Electric,-,-
"$16,600",09.4C.2.16,09734404616789,PINE RIDGE RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.48,09R13,R3,LOT 76 SEC II,8-Electric,-,-
"$13,040",09.4C.2.17,09734404616701,PINE RIDGE RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.31,09R13,R3,LOT 75 SEC 2,8-Electric,-,-
"$12,800",09.4C.2.23,09734404612328,PINE RIDGE RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.30,09R13,R3,LOT 69 SEC 2,8-Electric,-,-
"$12,800",09.4C.2.24,09734404611372,PINE RIDGE RD,Middle Smithfield,911-Undevelped Land,9-Taxable,.30,09R13,R3,LOT 68 SEC 2,8-Electric,-,-
"$16,000",09.4C.2.34,09734404613894,BIRCHWOOD DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.45,09R13,R3,LOT 59 SEC 2,1-All Public,-,-
"$12,560",09.4C.2.50,09734404711977,DEER DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.29,09R13,R3,LOT 100 SEC II,1-All Public,-,-
"$12,080",09.4C.2.65,09734404710537,WILBUR W BLOOM BLVD,Middle Smithfield,911-Undevelped Land,9-Taxable,.27,09R13,R3,LOT 115,2-Public Water,3-PUBLIC SEWER,8-Electric
"$12,800",09.4C.2.69,09734404617391,WILBUR W BLOOM BLVD,Middle Smithfield,911-Undevelped Land,9-Taxable,.30,09R13,R3,LOT 119 SEC 2,8-Electric,2-PUBLIC WATER,3-PUBLIC SEWER
"$15,600",09.4C.2.89,09734404722500,WILBUR W BLOOM BLVD,Middle Smithfield,911-Undevelped Land,9-Taxable,.43,09R13,R3,LOT 11 SEC 2,3-Public Sewer,2-PUBLIC WATER,8-Electric
"$12,080",09.4C.3.101,09734403423914,WOODCREST DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.27,09R13,R3,LOT 101 SEC 3,8-Electric,-,-
"$15,000",09.4C.3.106,09734403339165,WOODCREST DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.40,09R13,R3,LOT 62 SEC 3,8-Electric,-,-
"$12,560",09.4C.3.109,09734403431336,WOODCREST DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.29,09R13,R3,LOT 65 SEC 3,8-Electric,-,-
"$13,280",09.4C.3.123,09734403437321,WOODCREST DR,Middle Smithfield,911-Undevelped Land,9-Taxable,.32,09R13,R3,LOT 79 SEC 3,8-Electric,-,-
"$14,000",09.4C.3.34,09734403410508,OAK CT,Middle Smithfield,911-Undevelped Land,9-Taxable,.35,09R13,R3,LOT 31 SEC 3,8-Electric,-,-
"$11,600",09.4C.3.59,09734403421656,EDWARD F SMITH BLVD,Middle Smithfield,911-Undevelped Land,9-Taxable,.25,09R13,R3,LOT 56 SEC 3,8-Electric,-,-
"$6,520",09.4C.4.100,09734404520884,*UNASSIGNED,Middle Smithfield,911-Undevelped Land,9-Taxable,.31,09R13,R3,SEC 4,1-All Public,-,-
